,duration,src_bytes,dst_bytes
0,-2.3025850929940455,5.455748374496865,8.702028253374491
1,-2.3025850929940455,5.283711214158674,7.836409269839691
2,-2.3025850929940455,5.403127730900382,7.319268725624505
3,-2.3025850929940455,5.323497665078335,6.4863132163508315
4,-2.3025850929940455,5.3895282466014205,9.4666943028283
5,-2.3025850929940455,5.687314281948894,6.852348271710398
6,-2.3025850929940455,5.460010955546024,7.286944855678039
7,-2.3025850929940455,10.906691489914584,9.025708147644988
8,-2.3025850929940455,5.710758088392627,7.117286602876485
9,-2.3025850929940455,5.347583607850955,7.302563806901772
10,-2.3025850929940455,5.823341709713841,6.173994415536895
11,-2.3025850929940455,5.697429000684026,5.945682354452854
12,-2.3025850929940455,5.460010955546024,6.006599434692252
13,-2.3025850929940455,5.756058619221572,7.0058796769753355
14,-2.3025850929940455,5.6598305871270185,7.790737386812551
15,-2.3025850929940455,5.464255444091467,7.1301785709718635
16,-2.3025850929940455,5.82923969201315,7.8606093501633385
17,-2.3025850929940455,5.3757412635128405,8.479096646149392
18,-2.3025850929940455,5.88638177065483,7.121333225426646
19,-2.3025850929940455,5.4165447479126865,6.499937405290376
20,-2.3025850929940455,5.787204082795274,5.652839995918626
21,-2.3025850929940455,5.911067610035953,6.495416601930801
22,-2.3025850929940455,5.3757412635128405,5.996700813903228
23,-2.3025850929940455,5.371103036273684,7.323896527087536
24,-2.3025850929940455,5.366443195595637,7.541736148872866
25,-2.3025850929940455,5.707442435487688,8.907490514732357
26,-2.3025850929940455,5.4165447479126865,6.3870476553616955
27,-2.3025850929940455,5.521860837883573,8.883792723302534
28,-2.3025850929940455,5.455748374496865,9.518052986925971
29,-2.3025850929940455,5.740114403903592,6.661982609607565
30,-2.3025850929940455,5.43851399704132,8.5717003159149
31,-2.3025850929940455,5.6736668507515775,7.094317830033346
32,-2.3025850929940455,5.4165447479126865,8.569994348407365
33,-2.3025850929940455,5.366443195595637,6.3281153392157865
34,-2.3025850929940455,5.247550249494384,8.586737910607232
35,-2.3025850929940455,5.624378451868933,5.74652262833236
36,-2.3025850929940455,5.288771953704505,9.405997611955167
37,-2.3025850929940455,5.43415858945945,6.850232092738471
38,-2.3025850929940455,5.2988172415896875,9.661294964904716
39,-2.3025850929940455,5.687314281948894,7.983815163179735
40,-2.3025850929940455,5.799395638859147,8.039189648017473
41,-2.3025850929940455,10.906691489914584,9.025708147644988
42,-2.3025850929940455,5.880812277004387,9.301834187809597
43,-2.3025850929940455,5.407620101438487,5.771752601095469
44,-2.3025850929940455,5.752890048763229,8.279215151143571
45,-2.3025850929940455,5.549465114271844,7.5848238893293916
46,-2.3025850929940455,5.6598305871270185,9.4637492719857
47,-2.3025850929940455,5.328361487896413,7.785762458430684
48,-2.3025850929940455,5.609838028479659,7.491701244498318
49,-2.3025850929940455,5.342812606434588,6.6400065442378065
50,-2.3025850929940455,5.485211785187126,7.748071682758703
51,-2.3025850929940455,5.820379622240015,7.095976067707081
52,-2.3025850929940455,5.384953673207583,6.397096307995467
53,-2.3025850929940455,5.765504533284198,9.439314890112813
54,-2.3025850929940455,5.4120923808068815,6.127087500892697
55,-2.3025850929940455,5.100475998096045,7.655437992190096
56,-2.3025850929940455,5.447168313280391,7.8268819856755005
57,-2.3025850929940455,5.723911845951367,7.229911239293994
58,-2.3025850929940455,5.714062784063757,8.003396491705292
59,-2.3025850929940455,5.840932312803435,8.525974522423576
60,-2.3025850929940455,5.4514675460417115,6.933520486868163
61,3.299533727885655,5.81740873473106,5.945682354452854
62,-2.3025850929940455,5.352331954854275,7.719174264620118
63,-2.3025850929940455,5.700777965635902,5.730424405602622
64,-2.3025850929940455,5.687314281948894,9.417687819150629
65,-2.3025850929940455,5.43851399704132,10.51827040781715
66,-2.3025850929940455,10.906691489914584,9.025708147644988
67,-2.3025850929940455,5.759217181544302,8.752913324934887
68,-2.3025850929940455,5.687314281948894,5.242275975664412
69,-2.3025850929940455,5.4514675460417115,8.312159659274345
70,-2.3025850929940455,5.81740873473106,7.526232791205053
71,-2.3025850929940455,5.680513847716846,7.153911984605347
72,-2.3025850929940455,5.231643233280044,8.402926466287415
73,-2.3025850929940455,5.2786247332023,8.663904841575064
74,-2.3025850929940455,5.338018733399589,11.037484681152648
75,-2.3025850929940455,5.361761539104571,6.490875268058674
76,-2.3025850929940455,5.403127730900382,6.502939959715469
77,-2.3025850929940455,5.843834230103957,8.71540450143141
78,-2.3025850929940455,5.361761539104571,8.94247399863057
79,-2.3025850929940455,5.328361487896413,9.312815729565324
80,-2.3025850929940455,5.1422481808981475,9.741973999830634
81,-2.3025850929940455,5.5610661724546055,5.968963281761469
82,-2.3025850929940455,5.2786247332023,7.4559344892894766
83,-2.3025850929940455,5.464255444091467,8.932621831610565
84,-2.3025850929940455,5.74652262833236,7.3005403339329265
85,-2.3025850929940455,5.3895282466014205,6.127087500892697
86,-2.3025850929940455,5.366443195595637,7.19300940635925
87,-2.3025850929940455,5.342812606434588,6.082447194819853
88,-2.3025850929940455,5.4120923808068815,7.055399120894699
89,-2.3025850929940455,5.4514675460417115,6.36492285908106
90,-2.3025850929940455,5.361761539104571,9.046302642626785
91,-2.3025850929940455,5.537727890326118,5.6061696457892
92,-2.3025850929940455,5.4120923808068815,7.1915046284062045
93,-2.3025850929940455,5.529825834193874,6.804725378662593
